timestamp,Basel Temperature [2 m elevation corrected],Basel Soil Moisture [0-10 cm down]
20230210T0500,0.18052867,0.252
20230210T0600,0.38052866,0.252
20230210T0700,0.17052865,0.252
20230210T0800,0.7105287,0.252
20230210T0900,1.9905287,0.252
20230210T1000,3.1505284,0.252
20230210T1100,4.1205287,0.252
20230210T1200,4.8905287,0.267
20230210T1300,6.0505285,0.266
20230210T1400,6.6805286,0.265
20230210T1500,6.7705283,0.265
20230210T1600,6.3105288,0.264
20230210T1700,5.6205287,0.264
20230210T1800,5.1605287,0.264
20230210T1900,4.7505283,0.264
20230210T2000,4.1405287,0.264
20230210T2100,3.8705285,0.264
20230210T2200,3.3605285,0.264
20230210T2300,2.7105286,0.264
20230211T0000,2.3005285,0.264
20230211T0100,2.0405285,0.264
20230211T0200,1.8705287,0.264
20230211T0300,1.7305287,0.264
20230211T0400,1.6605287,0.264
20230211T0500,1.7605287,0.264
20230211T0600,1.7005286,0.264
20230211T0700,1.6405287,0.264
20230211T0800,2.0805285,0.264
20230211T0900,2.9405286,0.264
20230211T1000,3.8705285,0.264
20230211T1100,4.9105287,0.263
20230211T1200,6.4605284,0.267
20230211T1300,7.8305287,0.267
20230211T1400,8.490529,0.266
20230211T1500,8.670529,0.265
20230211T1600,8.140529,0.265
20230211T1700,7.3905287,0.265
20230211T1800,6.4505286,0.265
20230211T1900,5.6705284,0.264
20230211T2000,5.0505285,0.264
20230211T2100,4.4105287,0.264
20230211T2200,3.5305285,0.264
20230211T2300,2.8905284,0.263
20230212T0000,2.5405285,0.263
20230212T0100,2.3105285,0.263
20230212T0200,1.8905287,0.263
20230212T0300,1.4405286,0.264
20230212T0400,1.3505287,0.264
20230212T0500,1.2305287,0.264
20230212T0600,1.1305287,0.264
20230212T0700,1.1205287,0.264
20230212T0800,1.5005287,0.264
20230212T0900,2.9105287,0.263
20230212T1000,5.3805285,0.263
20230212T1100,8.700529,0.263
20230212T1200,7.9205284,0.252
20230212T1300,9.860529,0.252
20230212T1400,11.640529,0.251
20230212T1500,12.070529,0.251
20230212T1600,11.390529,0.251
20230212T1700,8.970529,0.251
20230212T1800,7.4405284,0.251
20230212T1900,7.0605288,0.251
20230212T2000,6.4005284,0.251
20230212T2100,6.1005287,0.251
20230212T2200,4.4805284,0.251
20230212T2300,3.5605285,0.251
20230213T0000,3.7005286,0.251
20230213T0100,3.9105287,0.251
20230213T0200,3.3605285,0.251
20230213T0300,2.9005284,0.251
20230213T0400,2.5905285,0.251
20230213T0500,2.0905285,0.251
20230213T0600,1.4305286,0.251
20230213T0700,1.6505287,0.251
20230213T0800,2.6005285,0.251
20230213T0900,4.790529,0.251
20230213T1000,6.9205284,0.25
20230213T1100,8.670529,0.25
20230213T1200,9.770529,0.246
20230213T1300,11.110529,0.245
20230213T1400,11.8005295,0.245
20230213T1500,12.010529,0.245
20230213T1600,11.470529,0.245
20230213T1700,10.3005295,0.245
20230213T1800,7.6805286,0.245
20230213T1900,6.0105286,0.245
20230213T2000,5.0105286,0.245
20230213T2100,4.0505285,0.245
20230213T2200,3.7205286,0.245
20230213T2300,3.7105286,0.245
20230214T0000,3.7005286,0.245
20230214T0100,3.4405286,0.245
20230214T0200,3.2405286,0.245
20230214T0300,3.5605285,0.245
20230214T0400,4.020529,0.245
20230214T0500,4.4605284,0.245
20230214T0600,4.5305285,0.245
20230214T0700,4.5205283,0.245
20230214T0800,4.6905284,0.245
20230214T0900,5.3505287,0.245
20230214T1000,7.6205287,0.245
20230214T1100,9.940529,0.244
20230214T1200,10.320529,0.255
20230214T1300,11.970529,0.255
20230214T1400,12.900529,0.255
20230214T1500,13.250529,0.254
20230214T1600,13.020529,0.254
20230214T1700,11.780529,0.254
20230214T1800,8.640529,0.254
20230214T1900,6.9105287,0.254
20230214T2000,5.4905286,0.254
20230214T2100,5.1005287,0.254
20230214T2200,4.2605286,0.254
20230214T2300,3.6205285,0.254
20230215T0000,3.7405286,0.254
20230215T0100,4.2205286,0.254
20230215T0200,4.1005287,0.254
20230215T0300,4.6205287,0.254
20230215T0400,4.9905286,0.254
20230215T0500,4.7105284,0.254
20230215T0600,4.6005287,0.254
20230215T0700,4.9905286,0.255
20230215T0800,5.8005285,0.255
20230215T0900,6.4905286,0.254
20230215T1000,8.010529,0.254
20230215T1100,9.740529,0.254
20230215T1200,10.950529,0.255
20230215T1300,12.380529,0.254
20230215T1400,13.190529,0.254
20230215T1500,13.430529,0.254
20230215T1600,13.080529,0.253
20230215T1700,12.460529,0.253
20230215T1800,11.790529,0.254
20230215T1900,11.3005295,0.254
20230215T2000,10.130529,0.254
20230215T2100,8.720529,0.254
20230215T2200,8.140529,0.254
20230215T2300,7.5705285,0.254
20230216T0000,7.1505284,0.254
20230216T0100,7.2705283,0.254
20230216T0200,6.3305287,0.254
20230216T0300,3.6105285,0.254
20230216T0400,4.3805285,0.254
20230216T0500,4.3905287,0.254
20230216T0600,3.5805285,0.254
20230216T0700,3.0605285,0.254
20230216T0800,4.4505286,0.254
20230216T0900,6.6305285,0.254
20230216T1000,8.700529,0.254
20230216T1100,10.240529,0.253
20230216T1200,12.290529,0.245
20230216T1300,13.580529,0.244
20230216T1400,14.3005295,0.244
20230216T1500,14.510529,0.243
20230216T1600,13.910529,0.243
20230216T1700,13.000529,0.243
20230216T1800,11.820529,0.243
20230216T1900,11.290529,0.243
20230216T2000,9.5505295,0.243
20230216T2100,7.2205286,0.243
20230216T2200,7.0805287,0.243
20230216T2300,7.4905286,0.243
20230217T0000,8.250529,0.243
20230217T0100,8.950529,0.243
20230217T0200,9.600529,0.243
20230217T0300,10.080529,0.243
20230217T0400,10.160529,0.243
20230217T0500,10.210529,0.243
20230217T0600,10.170529,0.243
20230217T0700,9.680529,0.243
20230217T0800,10.460529,0.243
20230217T0900,12.170529,0.242
20230217T1000,13.250529,0.242
20230217T1100,13.770529,0.242
20230217T1200,12.970529,0.245
20230217T1300,14.860529,0.244
20230217T1400,15.030529,0.244
20230217T1500,14.810529,0.244
20230217T1600,14.750529,0.243
20230217T1700,13.610529,0.243
20230217T1800,13.010529,0.243
20230217T1900,11.960529,0.243
20230217T2000,11.720529,0.243
20230217T2100,11.720529,0.243
20230217T2200,10.810529,0.243
20230217T2300,10.610529,0.243
20230218T0000,10.170529,0.243
20230218T0100,10.400529,0.243
20230218T0200,10.380529,0.243
20230218T0300,10.250529,0.243
20230218T0400,10.490529,0.243
20230218T0500,10.870529,0.243
20230218T0600,10.690529,0.244
20230218T0700,10.450529,0.244
20230218T0800,10.950529,0.244
20230218T0900,12.860529,0.244
20230218T1000,14.170529,0.243
20230218T1100,15.070529,0.243
20230218T1200,15.180529,0.255
20230218T1300,15.830529,0.254
20230218T1400,16.13053,0.253
20230218T1500,16.06053,0.252
20230218T1600,15.340529,0.251
20230218T1700,13.930529,0.251
20230218T1800,12.610529,0.251
20230218T1900,12.000529,0.251
20230218T2000,11.3005295,0.251
20230218T2100,11.260529,0.251
20230218T2200,10.760529,0.252
20230218T2300,10.230529,0.252
20230219T0000,9.920529,0.252
20230219T0100,9.880529,0.252
20230219T0200,9.810529,0.252
20230219T0300,9.470529,0.252
20230219T0400,9.030529,0.252
20230219T0500,8.560529,0.252
20230219T0600,8.480529,0.252
20230219T0700,8.400529,0.252
20230219T0800,9.740529,0.252
20230219T0900,10.560529,0.251
20230219T1000,11.630529,0.251
20230219T1100,11.720529,0.251
20230219T1200,11.730529,0.253
20230219T1300,12.160529,0.252
20230219T1400,12.410529,0.251
20230219T1500,12.210529,0.251
20230219T1600,11.560529,0.251
20230219T1700,11.010529,0.25
20230219T1800,10.510529,0.25
20230219T1900,9.370529,0.25
20230219T2000,9.110529,0.25
20230219T2100,9.240529,0.25
20230219T2200,8.910529,0.25
20230219T2300,8.840529,0.25
20230220T0000,8.780529,0.25
20230220T0100,8.510529,0.25
20230220T0200,8.180529,0.25
20230220T0300,7.6405287,0.25
20230220T0400,6.1605287,0.25
20230220T0500,5.1405287,0.25
20230220T0600,5.4405284,0.251
20230220T0700,5.5605288,0.25
20230220T0800,6.2105284,0.25
20230220T0900,8.3005295,0.25
20230220T1000,10.070529,0.25
20230220T1100,11.540529,0.25
20230220T1200,12.410529,0.243
20230220T1300,13.510529,0.242
20230220T1400,14.370529,0.242
20230220T1500,14.690529,0.241
20230220T1600,14.460529,0.241
20230220T1700,13.690529,0.241
20230220T1800,12.910529,0.241
20230220T1900,12.010529,0.241
20230220T2000,11.390529,0.241
20230220T2100,11.020529,0.241
20230220T2200,9.910529,0.241
20230220T2300,9.190529,0.241
20230221T0000,8.700529,0.241
20230221T0100,8.3005295,0.241
20230221T0200,7.8605285,0.241
20230221T0300,7.2705283,0.241
20230221T0400,6.8805285,0.241
20230221T0500,6.5605288,0.241
20230221T0600,6.290529,0.241
20230221T0700,6.0805287,0.241
20230221T0800,6.3205285,0.241
20230221T0900,8.100529,0.241
20230221T1000,10.420529,0.241
20230221T1100,12.370529,0.241
20230221T1200,13.460529,0.244
20230221T1300,14.750529,0.243
20230221T1400,15.570529,0.243
20230221T1500,15.870529,0.242
20230221T1600,15.560529,0.242
20230221T1700,14.780529,0.242
20230221T1800,13.400529,0.242
20230221T1900,12.100529,0.242
20230221T2000,11.170529,0.242
20230221T2100,10.430529,0.242
20230221T2200,9.450529,0.242
20230221T2300,9.190529,0.242
20230222T0000,8.8005295,0.242
20230222T0100,7.9305286,0.242
20230222T0200,7.6305285,0.242
20230222T0300,6.6205287,0.242
20230222T0400,6.7005286,0.242
20230222T0500,7.7605286,0.242
20230222T0600,8.250529,0.242
20230222T0700,8.820529,0.243
20230222T0800,8.870529,0.243
20230222T0900,10.260529,0.242
20230222T1000,12.580529,0.242
20230222T1100,14.980529,0.242
20230222T1200,14.830529,0.251
20230222T1300,14.810529,0.25
20230222T1400,14.590529,0.251
20230222T1500,13.770529,0.25
20230222T1600,12.940529,0.25
20230222T1700,12.330529,0.25
20230222T1800,11.760529,0.25
20230222T1900,11.400529,0.25
20230222T2000,10.600529,0.253
20230222T2100,10.120529,0.255
20230222T2200,10.010529,0.257
20230222T2300,10.010529,0.257
20230223T0000,9.8005295,0.257
20230223T0100,9.230529,0.257
20230223T0200,9.190529,0.257
20230223T0300,9.010529,0.257
20230223T0400,9.060529,0.257
20230223T0500,9.150529,0.257
20230223T0600,8.560529,0.257
20230223T0700,8.310529,0.256
20230223T0800,9.8005295,0.256
20230223T0900,11.0505295,0.256
20230223T1000,12.0505295,0.255
20230223T1100,12.900529,0.256
20230223T1200,13.150529,0.267
20230223T1300,14.210529,0.266
20230223T1400,14.530529,0.265
20230223T1500,14.570529,0.264
20230223T1600,14.270529,0.264
20230223T1700,13.660529,0.264
20230223T1800,13.140529,0.263
20230223T1900,11.950529,0.263
20230223T2000,10.140529,0.263
20230223T2100,8.660529,0.263
20230223T2200,8.110529,0.263
20230223T2300,7.8505287,0.263
20230224T0000,7.7805285,0.263
20230224T0100,7.8605285,0.263
20230224T0200,7.5105286,0.263
20230224T0300,7.2805285,0.263
20230224T0400,7.1105285,0.262
20230224T0500,6.9705286,0.262
20230224T0600,6.8805285,0.263
20230224T0700,6.9605284,0.263
20230224T0800,7.4705286,0.263
20230224T0900,8.730529,0.262
20230224T1000,10.610529,0.262
20230224T1100,13.030529,0.262
20230224T1200,13.530529,0.252
20230224T1300,14.640529,0.252
20230224T1400,14.340529,0.252
20230224T1500,14.540529,0.252
20230224T1600,13.940529,0.252
20230224T1700,13.160529,0.252
20230224T1800,12.340529,0.251
20230224T1900,11.470529,0.251
20230224T2000,10.750529,0.251
20230224T2100,10.030529,0.256
20230224T2200,6.6005287,0.274
20230224T2300,5.4805284,0.279
20230225T0000,5.3005285,0.278
20230225T0100,5.3505287,0.277
20230225T0200,5.4405284,0.276
20230225T0300,5.4105287,0.275
20230225T0400,5.1905284,0.274
20230225T0500,4.7705283,0.274
20230225T0600,4.0505285,0.273
20230225T0700,3.7605286,0.273
20230225T0800,4.2805285,0.272
20230225T0900,4.5305285,0.271
20230225T1000,4.9905286,0.27
20230225T1100,5.7405286,0.269
20230225T1200,7.2505283,0.27
20230225T1300,7.3005285,0.269
20230225T1400,7.3505287,0.268
20230225T1500,7.1905284,0.267
20230225T1600,6.5505285,0.266
20230225T1700,5.5205283,0.265
20230225T1800,4.4305286,0.265
20230225T1900,3.6005285,0.265
20230225T2000,2.8405285,0.264
20230225T2100,2.4605286,0.264
20230225T2200,1.8705287,0.264
20230225T2300,0.73052865,0.264
20230226T0000,-0.04947134,0.264
20230226T0100,-0.52947134,0.264
20230226T0200,-0.41947132,0.263
20230226T0300,-0.23947135,0.263
20230226T0400,-0.82947135,0.263
20230226T0500,-0.77947134,0.263
20230226T0600,-0.6794713,0.263
20230226T0700,-0.12947133,0.262
20230226T0800,0.38052866,0.262
20230226T0900,1.0205287,0.261
20230226T1000,1.3605287,0.261
20230226T1100,1.9205287,0.26
20230226T1200,2.4105287,0.255
20230226T1300,2.5205286,0.255
20230226T1400,3.0505285,0.254
20230226T1500,3.0205286,0.253
20230226T1600,2.6905286,0.253
20230226T1700,1.7405287,0.252
20230226T1800,1.0405287,0.252
20230226T1900,0.8805287,0.252
20230226T2000,0.56052864,0.252
20230226T2100,0.110528655,0.252
20230226T2200,-0.21947134,0.251
20230226T2300,-0.59947133,0.251
20230227T0000,-0.95947134,0.251
20230227T0100,-1.0094713,0.251
20230227T0200,-1.2094713,0.251
20230227T0300,-1.4194714,0.251
20230227T0400,-1.5194713,0.25
20230227T0500,-1.6994714,0.25
20230227T0600,-1.8694713,0.25
20230227T0700,-1.6094713,0.25
20230227T0800,-0.25947133,0.25
20230227T0900,1.0905286,0.249
20230227T1000,2.1205285,0.249
20230227T1100,2.9305286,0.248
20230227T1200,4.2305284,0.253
20230227T1300,4.8605285,0.253
20230227T1400,5.1605287,0.252
20230227T1500,4.8605285,0.251
20230227T1600,4.4105287,0.251
20230227T1700,3.6105285,0.25
20230227T1800,2.9605286,0.25
20230227T1900,2.5905285,0.25
20230227T2000,2.1405284,0.249
20230227T2100,1.5205287,0.249
20230227T2200,1.1405287,0.249
20230227T2300,1.1805286,0.249
20230228T0000,1.2605287,0.249
20230228T0100,1.3705287,0.249
20230228T0200,0.9505287,0.249
20230228T0300,0.15052865,0.249
20230228T0400,-0.44947132,0.249
20230228T0500,-0.84947133,0.249
20230228T0600,-1.0494714,0.248
20230228T0700,-0.88947135,0.248
20230228T0800,0.38052866,0.248
20230228T0900,1.9005287,0.248
20230228T1000,3.6905286,0.247
20230228T1100,5.3305287,0.247
20230228T1200,5.6505284,0.25
20230228T1300,6.8205285,0.249
20230228T1400,7.6905284,0.249
20230228T1500,8.120529,0.248
20230228T1600,8.3005295,0.248
20230228T1700,7.5605288,0.248
20230228T1800,5.9305286,0.247
20230228T1900,4.6705284,0.247
20230228T2000,3.4405286,0.247
20230228T2100,2.5805285,0.247
20230228T2200,1.5005287,0.247
20230228T2300,0.000528658,0.247
20230301T0000,-0.84947133,0.247
20230301T0100,-1.6594714,0.247
20230301T0200,-2.0594714,0.247
20230301T0300,-2.1094716,0.247
20230301T0400,-2.6094716,0.247
20230301T0500,-2.9194715,0.247
20230301T0600,-3.0494714,0.247
20230301T0700,-2.6694715,0.247
20230301T0800,-0.82947135,0.247
20230301T0900,1.1505287,0.247
20230301T1000,2.7905285,0.247
20230301T1100,5.0805287,0.247
20230301T1200,5.2605286,0.249
20230301T1300,7.4905286,0.249
20230301T1400,9.280529,0.248
20230301T1500,9.890529,0.248
20230301T1600,9.530529,0.248
20230301T1700,8.200529,0.247
20230301T1800,6.6205287,0.247
20230301T1900,5.4805284,0.247
20230301T2000,3.8205285,0.247
20230301T2100,2.3005285,0.247
20230301T2200,1.1205287,0.247
20230301T2300,0.08052866,0.247
20230302T0000,-0.34947133,0.247
20230302T0100,-0.88947135,0.247
20230302T0200,-1.2794713,0.247
20230302T0300,-1.5194713,0.247
20230302T0400,-1.5094713,0.247
20230302T0500,-1.3994713,0.247
20230302T0600,-1.6494713,0.247
20230302T0700,-1.1894714,0.247
20230302T0800,0.99052864,0.247
20230302T0900,5.1405287,0.247
20230302T1000,5.2505283,0.247
20230302T1100,6.6005287,0.247
20230302T1200,10.020529,0.25
20230302T1300,10.220529,0.25
20230302T1400,9.620529,0.25
20230302T1500,8.920529,0.249
20230302T1600,8.630529,0.249
20230302T1700,7.9805284,0.248
20230302T1800,6.5905285,0.248
20230302T1900,5.2705283,0.248
20230302T2000,4.1305285,0.248
20230302T2100,3.3005285,0.248
20230302T2200,2.9405286,0.248
20230302T2300,3.3305285,0.248
20230303T0000,3.6905286,0.248
20230303T0100,3.4405286,0.248
20230303T0200,2.9705286,0.248
20230303T0300,2.7305286,0.249
20230303T0400,2.2205286,0.249
20230303T0500,0.86052865,0.249
20230303T0600,0.000528658,0.249
20230303T0700,0.6905287,0.249
20230303T0800,2.1805286,0.249
20230303T0900,4.4505286,0.249
20230303T1000,6.7105284,0.248
20230303T1100,8.320529,0.248
20230303T1200,9.290529,0.248
20230303T1300,10.260529,0.248
20230303T1400,10.820529,0.247
20230303T1500,11.080529,0.246
20230303T1600,10.740529,0.246
20230303T1700,9.760529,0.246
20230303T1800,8.500529,0.246
20230303T1900,8.010529,0.246
20230303T2000,7.5505285,0.245
20230303T2100,6.7705283,0.245
20230303T2200,5.5005283,0.245
20230303T2300,4.5305285,0.246
20230304T0000,3.7905285,0.246
20230304T0100,2.7505286,0.246
20230304T0200,2.2905285,0.246
20230304T0300,2.0105286,0.246
20230304T0400,1.8105286,0.246
20230304T0500,1.3805287,0.246
20230304T0600,1.4805287,0.246
20230304T0700,2.1305285,0.246
20230304T0800,2.9905286,0.246
20230304T0900,4.2105284,0.245
20230304T1000,5.8705287,0.245
20230304T1100,7.6005287,0.245
20230304T1200,8.0505295,0.246
20230304T1300,8.870529,0.245
20230304T1400,9.470529,0.244
20230304T1500,9.430529,0.244
20230304T1600,8.960529,0.243
20230304T1700,7.6605287,0.243
20230304T1800,5.9205284,0.243
20230304T1900,4.6305285,0.242
20230304T2000,3.5705285,0.242
20230304T2100,2.8905284,0.242
20230304T2200,1.9005287,0.242
20230304T2300,0.7505287,0.242
20230305T0000,0.110528655,0.242
20230305T0100,-0.12947133,0.242
20230305T0200,-0.04947134,0.242
20230305T0300,0.38052866,0.242
20230305T0400,1.0105287,0.242
20230305T0500,1.0005287,0.242
20230305T0600,0.90052867,0.242
20230305T0700,1.0405287,0.242
20230305T0800,2.0405285,0.242
20230305T0900,3.8205285,0.242
20230305T1000,4.3905287,0.242
20230305T1100,5.3805285,0.242
20230305T1200,7.0605288,0.245
20230305T1300,7.8405285,0.244
20230305T1400,8.110529,0.244
20230305T1500,8.0505295,0.242
20230305T1600,7.6505284,0.242
20230305T1700,6.8305287,0.241
20230305T1800,5.6205287,0.241
20230305T1900,4.5905285,0.241
20230305T2000,4.2105284,0.241
20230305T2100,3.7705286,0.242
20230305T2200,3.4605286,0.242
20230305T2300,3.6205285,0.242
20230306T0000,3.6505284,0.242
20230306T0100,3.5905285,0.242
20230306T0200,3.3405285,0.242
20230306T0300,2.9105287,0.242
20230306T0400,2.8205285,0.242
20230306T0500,2.3105285,0.242
20230306T0600,1.7705287,0.242
20230306T0700,2.5605285,0.242
20230306T0800,4.3805285,0.242
20230306T0900,5.5005283,0.242
20230306T1000,6.1205287,0.242
20230306T1100,6.6705284,0.241
20230306T1200,6.4305286,0.245
20230306T1300,7.4805284,0.245
20230306T1400,7.8505287,0.244
20230306T1500,7.9205284,0.244
20230306T1600,7.4105287,0.243
20230306T1700,6.6505284,0.243
20230306T1800,5.3305287,0.243
20230306T1900,4.1905284,0.243
20230306T2000,3.3405285,0.242
20230306T2100,2.5605285,0.242
20230306T2200,3.0305285,0.242
20230306T2300,3.8805285,0.242
20230307T0000,3.9505286,0.242
20230307T0100,2.9405286,0.242
20230307T0200,2.1705287,0.242
20230307T0300,1.6105287,0.242
20230307T0400,1.2905287,0.242
20230307T0500,1.0005287,0.242
20230307T0600,0.7005287,0.243
20230307T0700,1.7005286,0.242
20230307T0800,3.9205287,0.242
20230307T0900,5.3005285,0.242
20230307T1000,6.6305285,0.242
20230307T1100,7.2405286,0.241
20230307T1200,8.020529,0.245
20230307T1300,8.600529,0.244
20230307T1400,8.940529,0.244
20230307T1500,9.270529,0.243
20230307T1600,9.130529,0.243
20230307T1700,8.370529,0.242
20230307T1800,6.6405287,0.242
20230307T1900,5.3605285,0.242
20230307T2000,4.6105285,0.242
20230307T2100,4.3305287,0.242
20230307T2200,4.2305284,0.242
20230307T2300,3.6805286,0.242
20230308T0000,3.4005284,0.242
20230308T0100,3.3105285,0.242
20230308T0200,3.5605285,0.242
20230308T0300,3.9205287,0.242
20230308T0400,4.7505283,0.242
20230308T0500,4.6605287,0.242
20230308T0600,4.2005286,0.242
20230308T0700,6.2805285,0.242
20230308T0800,7.0505285,0.248
20230308T0900,8.520529,0.249
20230308T1000,10.870529,0.249
20230308T1100,13.740529,0.248
20230308T1200,14.170529,0.241
20230308T1300,14.8005295,0.24
20230308T1400,15.670529,0.24
20230308T1500,16.04053,0.239
20230308T1600,15.100529,0.238
20230308T1700,11.530529,0.259
20230308T1800,13.190529,0.271
20230308T1900,12.330529,0.278
20230308T2000,12.630529,0.286
20230308T2100,12.290529,0.284
20230308T2200,12.150529,0.282
20230308T2300,11.860529,0.281
20230309T0000,11.590529,0.28
20230309T0100,11.600529,0.278
20230309T0200,11.310529,0.277
20230309T0300,10.790529,0.276
20230309T0400,10.110529,0.275
20230309T0500,9.320529,0.274
20230309T0600,8.830529,0.273
20230309T0700,10.030529,0.273
20230309T0800,10.870529,0.272
20230309T0900,12.000529,0.272
20230309T1000,12.830529,0.27
20230309T1100,14.030529,0.269
20230309T1200,14.580529,0.268
20230309T1300,15.430529,0.266
20230309T1400,15.920529,0.265
20230309T1500,15.980529,0.264
20230309T1600,15.600529,0.263
20230309T1700,14.520529,0.262
20230309T1800,13.340529,0.262
20230309T1900,11.060529,0.262
20230309T2000,11.030529,0.263
20230309T2100,10.510529,0.264
20230309T2200,10.940529,0.264
20230309T2300,10.940529,0.266
20230310T0000,11.330529,0.266
20230310T0100,10.730529,0.265
20230310T0200,11.100529,0.266
20230310T0300,10.630529,0.266
20230310T0400,9.820529,0.265
20230310T0500,9.670529,0.265
20230310T0600,9.310529,0.268
20230310T0700,9.8005295,0.267
20230310T0800,10.540529,0.267
20230310T0900,10.730529,0.266
20230310T1000,11.0505295,0.266
20230310T1100,11.040529,0.265
20230310T1200,10.000529,0.265
20230310T1300,9.380529,0.267
20230310T1400,8.060529,0.272
20230310T1500,8.370529,0.272
20230310T1600,7.9105287,0.271
20230310T1700,7.2105284,0.271
20230310T1800,6.5705285,0.273
20230310T1900,5.6005287,0.275
20230310T2000,5.1505284,0.278
20230310T2100,4.7405286,0.277
20230310T2200,4.1505284,0.276
20230310T2300,3.5905285,0.276
20230311T0000,2.9505286,0.275
20230311T0100,2.9405286,0.275
20230311T0200,3.0405285,0.274
20230311T0300,2.7205286,0.274
20230311T0400,1.4005287,0.277
20230311T0500,1.2905287,0.277
20230311T0600,0.65052867,0.276
20230311T0700,0.90052867,0.275
20230311T0800,1.7505287,0.275
20230311T0900,2.6805286,0.274
20230311T1000,3.6405284,0.273
20230311T1100,4.6405287,0.272
20230311T1200,6.7605286,0.297
20230311T1300,7.5105286,0.295
20230311T1400,8.070529,0.293
20230311T1500,8.410529,0.291
20230311T1600,8.570529,0.29
20230311T1700,8.500529,0.289
20230311T1800,7.9705286,0.288
20230311T1900,7.4705286,0.288
20230311T2000,7.1605287,0.287
20230311T2100,6.8605285,0.287
20230311T2200,6.6605287,0.286
20230311T2300,6.3505287,0.287
20230312T0000,6.3305287,0.288
20230312T0100,6.2805285,0.291
20230312T0200,6.2805285,0.293
20230312T0300,6.8505287,0.293
20230312T0400,6.5305285,0.293
20230312T0500,7.6105285,0.292
20230312T0600,7.8105288,0.292
20230312T0700,8.660529,0.292
20230312T0800,9.0505295,0.293
20230312T0900,9.570529,0.294
20230312T1000,9.730529,0.294
20230312T1100,10.880529,0.292
20230312T1200,12.630529,0.265
20230312T1300,13.3005295,0.264
20230312T1400,13.790529,0.263
20230312T1500,13.610529,0.262
20230312T1600,13.250529,0.261
20230312T1700,12.830529,0.261
20230312T1800,11.270529,0.261
20230312T1900,10.160529,0.261
20230312T2000,10.290529,0.26
20230312T2100,10.420529,0.26
20230312T2200,10.530529,0.26
20230312T2300,10.880529,0.26
20230313T0000,10.310529,0.26
20230313T0100,10.140529,0.26
20230313T0200,10.350529,0.261
20230313T0300,9.460529,0.261
20230313T0400,10.470529,0.261
20230313T0500,12.240529,0.261
20230313T0600,12.3005295,0.261
20230313T0700,11.660529,0.261
20230313T0800,13.440529,0.261
20230313T0900,16.500528,0.26
20230313T1000,20.110529,0.26
20230313T1100,20.490528,0.259
20230313T1200,21.280529,0.262
20230313T1300,21.520529,0.26
20230313T1400,21.280529,0.259
20230313T1500,20.80053,0.258
20230313T1600,20.38053,0.257
20230313T1700,19.600529,0.256
20230313T1800,19.000528,0.256
20230313T1900,17.96053,0.255
20230313T2000,17.110529,0.255
20230313T2100,13.650529,0.296
20230313T2200,12.840529,0.305
20230313T2300,12.200529,0.301
20230314T0000,12.030529,0.298
20230314T0100,11.900529,0.295
20230314T0200,10.850529,0.293
20230314T0300,10.210529,0.291
20230314T0400,10.160529,0.29
20230314T0500,9.910529,0.289
20230314T0600,9.500529,0.288
20230314T0700,10.520529,0.286
20230314T0800,11.040529,0.285
20230314T0900,10.680529,0.284
20230314T1000,10.560529,0.285
20230314T1100,9.8005295,0.286
20230314T1200,9.520529,0.291
20230314T1300,9.980529,0.289
20230314T1400,9.380529,0.287
20230314T1500,8.510529,0.286
20230314T1600,8.070529,0.286
20230314T1700,7.5605288,0.285
20230314T1800,6.9805284,0.284
20230314T1900,6.3305287,0.284
20230314T2000,4.9605284,0.292
20230314T2100,4.2605286,0.301
20230314T2200,3.9505286,0.303
20230314T2300,2.5505285,0.306
20230315T0000,3.1805286,0.303
20230315T0100,2.6905286,0.301
20230315T0200,2.1405284,0.3
20230315T0300,1.2905287,0.298
20230315T0400,0.74052864,0.297
20230315T0500,0.7505287,0.296
20230315T0600,0.50052863,0.295
20230315T0700,1.3805287,0.294
20230315T0800,3.5305285,0.293
20230315T0900,5.4705286,0.292
20230315T1000,6.7105284,0.291
20230315T1100,7.2405286,0.29
20230315T1200,8.850529,0.284
20230315T1300,9.540529,0.282
20230315T1400,9.920529,0.281
20230315T1500,9.960529,0.28
20230315T1600,9.730529,0.279
20230315T1700,9.270529,0.278
20230315T1800,8.540529,0.278
20230315T1900,8.140529,0.278
20230315T2000,7.5005283,0.278
20230315T2100,7.0605288,0.278
20230315T2200,6.3105288,0.279
20230315T2300,5.0805287,0.279
20230316T0000,3.0305285,0.279
20230316T0100,3.1205285,0.279
20230316T0200,3.0805285,0.278
20230316T0300,2.8005285,0.278
20230316T0400,2.3505285,0.278
20230316T0500,1.8305286,0.278
20230316T0600,1.5805286,0.278
20230316T0700,3.2005286,0.278
20230316T0800,5.7605286,0.278
20230316T0900,8.400529,0.277
20230316T1000,10.560529,0.276
20230316T1100,12.190529,0.275
20230316T1200,13.700529,0.268
20230316T1300,14.960529,0.267
20230316T1400,16.000528,0.266
20230316T1500,16.750528,0.265
20230316T1600,16.54053,0.265
20230316T1700,14.560529,0.264
20230316T1800,11.660529,0.264
20230316T1900,8.750529,0.264
20230316T2000,6.9705286,0.263
20230316T2100,6.7305284,0.263
20230316T2200,6.3805285,0.263
20230316T2300,6.2105284,0.263
20230317T0000,6.2505283,0.264
20230317T0100,5.6305285,0.264
20230317T0200,5.4105287,0.264
20230317T0300,4.6905284,0.264
